用户ID,商品名称,购买数量
5335,商品15,4
5335,商品6,3
5336,商品59,10
5336,商品12,3
5337,商品70,10
5338,商品55,1
5338,商品60,4
5338,商品12,6
5338,商品19,10
5338,商品69,4
5338,商品41,9
5338,商品92,5
5338,商品32,10
5338,商品47,3
5338,商品38,6
5338,商品36,5
5339,商品5,9
5339,商品8,7
5339,商品36,7
5340,商品8,3
5340,商品6,7
5340,商品54,6
5340,商品18,1
5340,商品25,9
5340,商品35,1
5341,商品100,4
5341,商品36,2
5342,商品18,8
5342,商品40,4
5342,商品2,7
5343,商品5,3
5343,商品8,6
5344,商品64,7
5344,商品106,8
5344,商品52,7
5344,商品40,8
5344,商品32,7
5344,商品14,10
5344,商品57,9
5344,商品53,5
5345,商品36,2
5346,商品55,5
5346,商品94,7
5346,商品19,4
5346,商品66,1
5346,商品75,9
5346,商品26,6
5347,商品33,7
5348,商品12,6
5348,商品8,2
5348,商品113,10
5349,商品35,8
5350,商品26,7
5350,商品38,1
5350,商品48,4
5350,商品58,4
5350,商品88,8
5351,商品3,5
5351,商品68,1
5352,商品101,5
5353,商品33,3
5353,商品15,1
5353,商品79,9
5353,商品32,2
5353,商品68,7
5353,商品26,9
5353,商品86,10
5354,商品90,7
5354,商品46,6
5355,商品36,8
5356,商品43,10
5357,商品9,10
5357,商品68,8
5357,商品76,9
5357,商品86,6
5357,商品53,5
5358,商品51,8
5358,商品67,1
5358,商品66,6
5358,商品32,10
5358,商品53,9
5359,商品12,3
5359,商品8,4
5359,商品46,4
5360,商品5,6
5360,商品9,5
5360,商品43,5
5360,商品93,3
5360,商品12,6
5360,商品8,10
5360,商品61,5
5360,商品68,4
5360,商品35,7
5360,商品83,3
5360,商品46,4
5360,商品42,8
5360,商品53,6
5361,商品36,2
5362,商品31,2
5362,商品41,3
5362,商品32,3
5363,商品35,6
5364,商品71,2
5364,商品8,3
5364,商品69,3
5364,商品3,3
5364,商品7,6
5364,商品35,7
5365,商品51,6
5365,商品59,9
5365,商品30,3
5365,商品5,10
5365,商品12,1
5365,商品8,4
5365,商品39,6
5365,商品61,5
5365,商品140,2
5365,商品25,10
5365,商品42,9
5365,商品57,4
5365,商品58,3
5365,商品127,3
5366,商品31,3
5366,商品30,10
5366,商品8,5
5367,商品102,2
5367,商品19,8
5367,商品10,4
5367,商品78,5
5368,商品76,3
5368,商品38,5
5369,商品1,1
5369,商品18,9
5369,商品32,2
5369,商品76,5
5369,商品53,7
5370,商品50,7
5371,商品50,7
5372,商品50,4
5373,商品19,2
5373,商品32,4
5373,商品42,3
5374,商品1,10
5374,商品9,1
5374,商品12,7
5374,商品8,4
5374,商品27,10
5374,商品118,4
5374,商品66,8
5374,商品152,1
5374,商品29,1
5375,商品8,2
5375,商品20,2
5375,商品21,8
5375,商品57,4
5376,商品1,10
5377,商品50,6
5378,商品64,2
5379,商品71,8
5379,商品8,2
5379,商品64,8
5379,商品18,4
5379,商品68,1
5379,商品47,9
5379,商品128,2
5380,商品124,8
5380,商品18,8
5380,商品68,4
5381,商品9,2
5381,商品18,6
5381,商品111,5
5382,商品19,4
5382,商品66,2
5382,商品18,9
5382,商品35,8
5382,商品36,8
5383,商品50,3
5384,商品12,3
5384,商品8,10
5384,商品39,7
5384,商品3,3
5385,商品8,4
5385,商品39,1
5385,商品10,4
5385,商品7,10
5386,商品51,2
5386,商品9,4
5386,商品43,7
5386,商品8,3
5386,商品67,10
5386,商品18,9
5386,商品3,2
5386,商品25,7
5387,商品50,7
5388,商品6,8
5388,商品18,9
5389,商品43,1
5389,商品19,7
5389,商品66,10
5389,商品99,9
5389,商品3,10
5389,商品132,3
5389,商品70,4
5389,商品7,2
5389,商品25,4
5389,商品32,2
5389,商品68,3
5389,商品89,10
5389,商品86,9
5389,商品38,1
5389,商品81,4
5389,商品121,9
5389,商品36,9
5390,商品20,6
5391,商品50,2
5391,商品53,8
5392,商品59,9
5392,商品5,7
5392,商品9,3
5392,商品12,1
5392,商品61,4
5392,商品26,6
5392,商品77,1
5392,商品53,6
5393,商品50,4
5394,商品9,4
5394,商品32,7
5395,商品124,6
5395,商品59,9
5395,商品106,7
5395,商品75,1
5395,商品3,10
5395,商品81,1
5396,商品59,5
5396,商品9,9
5396,商品79,10
5396,商品52,8
5397,商品12,10
5397,商品8,1
5397,商品141,3
5397,商品84,8
5397,商品40,4
5397,商品3,9
5397,商品73,4
5398,商品8,5
5398,商品66,9
5399,商品51,10
5399,商品25,10
5400,商品68,3
5401,商品25,4
5401,商品36,8
5402,商品30,3
5402,商品9,5
5402,商品8,8
5402,商品15,3
5402,商品27,2
5402,商品6,1
5402,商品13,7
5402,商品24,5
5402,商品42,7
5403,商品5,2
5403,商品25,8
5403,商品95,3
5403,商品36,6
5404,商品18,5
5404,商品52,5
5404,商品32,9
5404,商品68,3
5404,商品20,5
5405,商品50,3
5406,商品51,6
5406,商品12,9
5406,商品6,1
5406,商品18,6
5406,商品32,2
5406,商品50,7
5407,商品98,3
5407,商品66,10
5407,商品18,1
5407,商品25,7
5407,商品32,8
5407,商品22,10
5408,商品59,1
5408,商品12,2
5408,商品8,3
5408,商品10,2
5408,商品118,3
5408,商品18,9
5408,商品40,4
5409,商品32,6
5410,商品18,9
5411,商品32,2
5411,商品20,5
5412,商品26,6
5413,商品71,4
5413,商品72,8
5413,商品79,10
5413,商品40,5
5414,商品12,8
5414,商品8,9
5414,商品3,10
5414,商品152,2
5414,商品46,9
5414,商品53,3
5415,商品50,7
5416,商品50,3
5417,商品50,5
5418,商品5,9
5418,商品9,2
5418,商品43,10
5418,商品12,4
5418,商品8,6
5418,商品27,8
5418,商品6,8
5418,商品125,2
5418,商品25,7
5418,商品46,1
5418,商品148,2
5418,商品36,8
5419,商品5,5
5419,商品8,4
5419,商品54,4
5419,商品32,8
5419,商品46,1
5419,商品38,4
5419,商品36,6
5420,商品50,7
5420,商品47,10
5421,商品50,10
5421,商品38,3
5422,商品25,8
5422,商品32,2
5423,商品31,8
5423,商品55,10
5423,商品63,8
5423,商品12,10
5423,商品8,9
5423,商品39,7
5423,商品61,4
5423,商品141,2
5423,商品24,1
5423,商品140,6
5423,商品135,8
5423,商品46,10
5423,商品47,7
5423,商品26,6
5424,商品5,2
5424,商品43,6
5424,商品93,1
5424,商品12,9
5424,商品27,9
5424,商品61,7
5424,商品67,5
5424,商品24,5
5424,商品25,7
5424,商品32,8
5425,商品144,5
5425,商品12,3
5425,商品15,7
5425,商品6,7
5425,商品61,1
5425,商品10,1
5425,商品3,6
5425,商品73,6
5425,商品14,1
5425,商品49,3
5426,商品53,6
5427,商品5,10
5427,商品12,6
5427,商品10,7
5427,商品73,3
5427,商品14,5
5428,商品31,3
5428,商品51,4
5428,商品156,7
5428,商品24,6
5428,商品52,10
5428,商品47,9
5428,商品26,1
5429,商品1,7
5429,商品27,8
5429,商品6,1
5429,商品36,8
5430,商品8,10
5430,商品27,7
5430,商品75,2
5430,商品3,7
5431,商品5,5
5431,商品60,7
5431,商品43,5
5431,商品15,4
5431,商品19,10
5431,商品25,1
5431,商品32,2
5432,商品30,2
5432,商品43,8
5432,商品32,2
5432,商品35,4
5432,商品42,2
5432,商品36,6
5433,商品35,3
5433,商品22,6
5434,商品31,9
5434,商品51,2
5434,商品5,10
5434,商品43,6
5434,商品8,9
5434,商品40,2
5435,商品30,2
5435,商品1,9
5435,商品43,5
5435,商品8,4
5435,商品25,3
5435,商品36,5
5436,商品30,2
5436,商品8,1
5436,商品40,6
5436,商品28,5
5436,商品74,6
5437,商品50,7
5438,商品50,3
5439,商品18,7
5440,商品12,8
5440,商品10,6
5441,商品51,4
5441,商品8,4
5441,商品67,6
5441,商品141,9
5441,商品18,5
5441,商品40,6
5441,商品74,3
5441,商品25,7
5441,商品53,7
5442,商品18,5
5443,商品6,2
5443,商品44,4
5443,商品18,5
5443,商品40,7
5443,商品32,5
5443,商品35,9
5443,商品58,9
5444,商品59,6
5444,商品8,6
5444,商品40,9
5444,商品34,4
5444,商品36,1
5445,商品5,2
5445,商品43,1
5445,商品8,1
5445,商品6,10
5445,商品61,1
5445,商品18,8
5445,商品3,6
5445,商品34,8
5445,商品105,7
5445,商品25,1
5446,商品18,9
5446,商品3,7
5446,商品25,9
5446,商品133,1
5446,商品83,1
5446,商品14,1
5446,商品47,6
5446,商品26,5
5447,商品55,4
5447,商品8,6
5447,商品68,1
5447,商品83,7
5448,商品9,4
5448,商品40,10
5449,商品8,4
5449,商品25,5
5449,商品20,1
5449,商品36,1
5450,商品40,9
5451,商品8,1
5451,商品34,6
5451,商品70,10
5452,商品51,8
5452,商品43,7
5452,商品8,6
5452,商品61,3
5452,商品18,8
5452,商品126,3
5453,商品50,5
5454,商品30,1
5454,商品18,9
5455,商品50,3
5456,商品31,5
5456,商品30,4
5456,商品12,3
5456,商品10,3
5456,商品66,1
5456,商品73,8
5456,商品46,9
5456,商品53,7
5457,商品40,1
5457,商品7,6
5457,商品76,2
5458,商品51,3
5458,商品59,5
5458,商品69,6
5458,商品18,1
5458,商品74,2
5458,商品122,10
5459,商品5,3
5459,商品25,1
5460,商品8,9
5461,商品51,10
5461,商品59,4
5461,商品95,4
5462,商品43,3
5462,商品12,8
5462,商品10,7
5462,商品26,5
5463,商品91,5
5464,商品12,4
5464,商品25,6
5464,商品50,8
5464,商品76,1
5464,商品36,4
5465,商品33,4
5465,商品55,10
5465,商品94,5
5465,商品64,2
5465,商品54,2
5465,商品75,10
5465,商品32,8
5465,商品122,4
5466,商品25,6
5466,商品50,4
5467,商品8,7
5467,商品6,9
5468,商品8,7
5468,商品18,7
5468,商品25,9
5469,商品31,10
5469,商品59,5
5469,商品52,1
5469,商品129,10
5470,商品30,4
5470,商品55,9
5470,商品9,6
5470,商品60,6
5470,商品12,6
5470,商品18,7
5470,商品2,10
5470,商品73,9
5470,商品95,8
5470,商品58,6
5470,商品101,5
5471,商品51,10
5471,商品60,3
5471,商品18,8
5471,商品76,1
5471,商品53,8
5472,商品51,2
5472,商品71,9
5472,商品5,6
5472,商品8,2
5472,商品15,10
5472,商品41,2
5472,商品18,4
5472,商品129,8
5472,商品16,7
5472,商品3,6
5472,商品23,10
5472,商品70,3
5472,商品35,7
5472,商品20,2
5472,商品26,3
5472,商品58,10
5473,商品48,8
5474,商品51,9
5474,商品12,4
5474,商品64,9
5474,商品6,6
5474,商品19,3
5474,商品10,6
5474,商品79,4
5474,商品18,7
5474,商品52,1
5474,商品40,9
5474,商品38,2
5475,商品1,2
5475,商品64,6
5475,商品6,3
5475,商品19,9
5475,商品79,10
5475,商品118,2
5475,商品65,7
5475,商品56,2
5475,商品47,1
5476,商品51,5
5476,商品71,9
5476,商品98,10
5476,商品118,2
5476,商品18,5
5476,商品3,1
5476,商品126,9
5477,商品12,6
5477,商品8,9
5477,商品6,1
5477,商品78,7
5477,商品52,3
5477,商品40,6
5477,商品32,3
5477,商品36,7
5478,商品51,4
5478,商品8,1
5478,商品18,4
5479,商品12,6
5479,商品8,1
5479,商品18,8
5479,商品128,5
5479,商品29,8
5479,商品88,6
5480,商品50,1
5481,商品42,1
5481,商品97,6
5482,商品1,2
5482,商品5,5
5482,商品9,2
5482,商品43,10
5482,商品37,2
5482,商品64,7
5482,商品6,4
5482,商品19,4
5482,商品69,6
5482,商品141,7
5482,商品66,5
5482,商品56,7
5482,商品92,9
5482,商品35,3
5482,商品48,7
5483,商品30,3
5483,商品43,3
5483,商品94,9
5483,商品12,6
5483,商品8,3
5483,商品15,7
5483,商品18,8
5483,商品52,9
5483,商品20,5
5483,商品14,3
5483,商品22,6
5484,商品12,6
5484,商品37,1
5484,商品52,4
5484,商品40,3
5484,商品150,7
5484,商品36,8
5485,商品20,3
5486,商品12,10
5486,商品8,6
5487,商品35,9
5487,商品47,7
5488,商品68,10
5489,商品5,5
5489,商品60,2
5489,商品8,1
5489,商品15,4
5489,商品39,7
5489,商品52,7
5490,商品9,5
5490,商品40,2
5490,商品3,3
5491,商品51,5
5491,商品33,1
5491,商品12,2
5491,商品8,1
5491,商品61,6
5491,商品66,10
5491,商品18,5
5491,商品127,5
5492,商品43,3
5492,商品8,4
5492,商品69,1
5492,商品135,5
5492,商品25,4
5492,商品35,6
5493,商品65,3
5493,商品70,10
5493,商品122,5
5494,商品33,7
5494,商品30,10
5494,商品5,5
5494,商品12,8
5494,商品106,7
5494,商品74,2
5494,商品25,2
5494,商品42,10
5494,商品36,8
5495,商品5,7
5495,商品6,5
5495,商品19,4
5495,商品25,3
5495,商品32,4
5496,商品5,5
5496,商品39,7
5496,商品54,10
5496,商品25,4
5496,商品35,7
5496,商品46,2
5496,商品76,3
5496,商品58,1
5496,商品36,10
5496,商品53,6
5497,商品43,3
5497,商品18,3
5498,商品50,3
5499,商品30,5
5499,商品9,4
5499,商品43,9
5499,商品8,5
5499,商品106,4
5499,商品20,8
5499,商品42,8
5500,商品55,6
5500,商品43,6
5500,商品8,10
5500,商品6,10
5500,商品52,2
5500,商品40,4
5500,商品20,4
5500,商品86,1
5500,商品88,3
5501,商品12,5
5501,商品78,1
5501,商品52,6
5501,商品32,3
5501,商品127,8
5501,商品36,6
5502,商品21,2
5503,商品9,3
5503,商品43,3
5503,商品79,7
5503,商品18,4
5503,商品2,5
5503,商品32,3
5503,商品95,7
5503,商品36,6
5504,商品36,2
5505,商品72,10
5505,商品5,10
5505,商品43,7
5505,商品12,9
5505,商品15,10
5505,商品61,4
5505,商品69,6
5505,商品151,6
5505,商品35,9
5505,商品48,9
5505,商品58,8
5506,商品18,7
5506,商品3,8
5506,商品25,2
5506,商品20,3
5507,商品51,9
5507,商品32,4
5508,商品30,1
5508,商品3,5
5508,商品20,8
5508,商品88,4
5509,商品8,8
5509,商品6,5
5509,商品52,1
5509,商品26,8
5509,商品36,3
5510,商品8,9
5510,商品18,1
5510,商品73,9
5510,商品26,3
5511,商品9,7
5511,商品8,3
5511,商品79,1
5511,商品25,5
5512,商品124,1
5512,商品8,9
5512,商品18,9
5513,商品55,3
5513,商品8,2
5513,商品162,4
5513,商品118,4
5513,商品78,4
5513,商品135,6
5513,商品46,10
5513,商品148,8
5514,商品97,8
5515,商品12,8
5516,商品43,10
5516,商品24,7
5516,商品52,10
5517,商品12,7
5517,商品24,9
5517,商品74,10
5517,商品32,1
5517,商品53,7
5518,商品1,7
5518,商品9,10
5518,商品12,7
5518,商品8,8
5518,商品79,7
5518,商品25,5
5519,商品30,9
5520,商品31,8
5520,商品8,7
5520,商品6,6
5520,商品79,3
5520,商品7,1
5520,商品25,2
5520,商品20,2
5521,商品71,2
5521,商品30,1
5521,商品5,8
5521,商品70,5
5522,商品32,5
5522,商品20,6
5522,商品38,3
5523,商品20,4
5523,商品36,5
5524,商品32,2
5524,商品20,1
5525,商品72,2
5525,商品59,3
5525,商品30,10
5525,商品94,4
5525,商品12,3
5525,商品106,10
5525,商品79,10
5525,商品18,7
5525,商品16,2
5526,商品59,6
5527,商品1,5
5527,商品5,10
5527,商品9,3
5527,商品12,2
5527,商品27,10
5527,商品39,5
5527,商品19,4
5527,商品91,7
5527,商品52,10
5527,商品2,1
5527,商品56,3
5527,商品35,4
5527,商品57,6
5528,商品63,3
5528,商品12,4
5528,商品8,9
5528,商品34,2
5529,商品12,1
5529,商品8,10
5529,商品15,1
5529,商品66,2
5529,商品47,6
5529,商品48,8
5529,商品81,8
5529,商品42,9
5530,商品43,7
5530,商品12,10
5530,商品8,5
5530,商品6,7
5530,商品61,10
5530,商品28,2
5530,商品14,7
5530,商品53,6
5531,商品5,9
5532,商品18,4
5533,商品1,7
5533,商品12,8
5534,商品6,3
5534,商品54,9
5534,商品66,8
5534,商品18,2
5534,商品40,10
5534,商品32,5
5534,商品14,10
5534,商品26,3
5534,商品77,7
5534,商品58,5
5535,商品33,10
5535,商品30,2
5535,商品12,1
5536,商品5,10
5536,商品61,3
5536,商品25,6
5536,商品32,8
5536,商品20,2
5536,商品22,7
5537,商品5,9
5537,商品8,4
5537,商品135,9
5537,商品45,8
5537,商品26,6
5537,商品36,3
5538,商品12,4
5538,商品69,6
5538,商品36,4
5539,商品3,2
5539,商品68,5
5539,商品20,5
5540,商品59,6
5540,商品8,10
5540,商品15,4
5540,商品66,7
5540,商品3,6
5540,商品4,5
5540,商品36,3
5541,商品31,5
5541,商品55,2
5541,商品19,8
5541,商品141,1
5541,商品18,6
5541,商品40,9
5541,商品126,2
5541,商品151,3
5541,商品105,10
5541,商品32,9
5541,商品122,2
5541,商品108,10
5541,商品53,4
5542,商品71,1
5542,商品33,6
5542,商品43,6
5542,商品93,9
5542,商品12,1
5542,商品6,1
5542,商品61,10
5542,商品98,7
5542,商品79,3
5542,商品91,1
5542,商品78,8
5542,商品36,9
5543,商品10,7
5543,商品7,7
5543,商品26,1
5543,商品48,8
5543,商品119,2
5543,商品53,8
5544,商品25,1
5545,商品50,6
5546,商品84,9
5546,商品18,10
5546,商品52,7
5547,商品9,7
5548,商品1,8
5548,商品43,1
5548,商品12,7
5548,商品7,10
5548,商品130,5
5548,商品26,1
5548,商品48,8
5548,商品81,10
5548,商品88,10
5548,商品53,6
5549,商品31,3
5549,商品33,2
5549,商品59,10
5549,商品5,2
5549,商品9,2
5549,商品6,8
5549,商品61,10
5549,商品79,9
5549,商品2,4
5549,商品65,10
5549,商品28,3
5549,商品136,4
5549,商品3,4
5549,商品74,10
5549,商品25,3
5549,商品32,5
5549,商品47,5
5549,商品26,2
5549,商品77,5
5549,商品42,5
5549,商品58,3
5550,商品12,5
5550,商品8,8
5550,商品3,10
5551,商品33,5
5551,商品5,6
5551,商品43,9
5551,商品12,1
5551,商品8,10
5551,商品64,3
5551,商品6,4
5551,商品40,9
5551,商品36,1
5552,商品9,5
5552,商品12,10
5552,商品35,2
5553,商品31,7
5553,商品1,2
5553,商品12,3
5553,商品39,7
5553,商品6,3
5553,商品61,2
5553,商品18,5
5553,商品52,3
5553,商品74,1
5553,商品80,7
5553,商品125,9
5554,商品91,10
5554,商品78,2
5554,商品84,2
5555,商品43,3
5555,商品93,8
5555,商品8,5
5555,商品27,5
5555,商品6,4
5555,商品61,10
5555,商品106,2
5555,商品10,3
5555,商品82,3
5555,商品118,1
5555,商品18,5
5555,商品47,3
5556,商品30,2
5557,商品51,10
5557,商品102,4
5557,商品27,7
5557,商品41,9
5557,商品40,10
5558,商品8,6
5558,商品118,8
5558,商品18,6
5558,商品74,3
5559,商品30,4
5559,商品43,4
5559,商品12,9
5559,商品8,1
5559,商品6,5
5559,商品61,10
5559,商品10,5
5559,商品70,9
5559,商品58,6
5560,商品59,3
5560,商品66,8
5560,商品32,9
5561,商品62,5
5562,商品31,8
5562,商品71,6
5562,商品5,10
5562,商品6,6
5562,商品82,1
5562,商品118,10
5562,商品65,3
5562,商品3,1
5562,商品35,5
5563,商品18,10
5563,商品80,5
5563,商品50,4
5564,商品50,8
5564,商品36,7
5565,商品141,6
5565,商品18,6
5565,商品32,6
5565,商品86,6
5566,商品18,6
5566,商品35,7
5567,商品51,3
5567,商品98,6
5567,商品50,2
5568,商品69,4
5568,商品87,5
5569,商品31,7
5569,商品8,5
5569,商品24,2
5569,商品3,2
5569,商品20,6
5569,商品42,7
5569,商品22,4
5570,商品31,10
5570,商品124,5
5570,商品8,2
5570,商品61,3
5570,商品19,9
5570,商品69,10
5570,商品7,5
5570,商品47,6
5570,商品58,9
5571,商品25,7
5571,商品36,1
5572,商品51,9
5572,商品9,5
5572,商品8,9
5572,商品24,3
5572,商品90,9
5572,商品99,6
5572,商品75,2
5572,商品34,3
5572,商品25,10
5572,商品32,6
5572,商品20,4
5573,商品8,4
5574,商品1,9
5574,商品66,7
5574,商品152,6
5575,商品59,2
5576,商品13,5
5576,商品3,3
5576,商品35,7
5576,商品50,2
5577,商品51,2
5577,商品114,8
5577,商品59,7
5577,商品5,2
5577,商品12,3
5577,商品8,3
5577,商品6,5
5577,商品61,2
5577,商品10,7
5577,商品24,4
5577,商品73,1
5577,商品14,3
5577,商品127,7
5577,商品22,3
5578,商品52,10
5578,商品50,5
5579,商品8,6
5579,商品15,7
5579,商品7,6
5579,商品25,3
5579,商品81,9
5579,商品87,8
5580,商品31,5
5580,商品51,2
5580,商品18,6
5580,商品52,4
5580,商品32,10
5580,商品53,8
5581,商品66,6
5581,商品86,2
5582,商品51,7
5582,商品43,3
5582,商品54,5
5582,商品18,2
5582,商品32,4
5583,商品12,3
5583,商品8,7
5583,商品6,5
5583,商品18,6
5583,商品121,6
5583,商品57,5
5584,商品59,8
5584,商品2,10
5584,商品32,1
5585,商品12,8
5585,商品8,3
5585,商品27,8
5585,商品61,4
5585,商品79,9
5585,商品140,10
5585,商品2,10
5585,商品46,8
5585,商品81,8
5586,商品31,10
5586,商品1,4
5586,商品18,9
5586,商品32,7
5587,商品30,10
5587,商品43,4
5587,商品79,3
5587,商品52,5
5587,商品68,7
5588,商品59,1
5588,商品134,4
5588,商品75,7
5588,商品135,3
5588,商品7,6
5588,商品32,1
5588,商品50,5
5588,商品21,9
5588,商品48,8
5588,商品36,7
5589,商品24,3
5589,商品68,3
5589,商品14,10
5590,商品64,2
5591,商品9,2
5591,商品43,1
5591,商品19,7
5591,商品13,6
5591,商品118,7
5591,商品48,1
5592,商品51,5
5592,商品5,4
5592,商品8,3
5592,商品61,3
5592,商品113,5
5592,商品32,10
5592,商品128,8
5593,商品31,2
5593,商品18,5
5593,商品25,6
5594,商品33,7
5594,商品63,5
5594,商品43,8
5594,商品8,5
5594,商品66,5
5594,商品42,5
5594,商品36,9
5595,商品33,1
5595,商品9,5
5595,商品12,2
5595,商品15,2
5595,商品106,5
5595,商品79,1
5595,商品14,2
5595,商品87,4
5596,商品12,4
5597,商品127,8
5598,商品59,3
5598,商品8,2
5598,商品25,10
5598,商品32,6
5598,商品58,6
5599,商品49,8
5600,商品54,7
5600,商品36,7
5601,商品15,4
5601,商品52,6
5601,商品81,5
5602,商品51,7
5602,商品5,7
5602,商品9,3
5602,商品8,1
5602,商品106,6
5602,商品41,3
5602,商品24,5
5602,商品40,7
5602,商品2,7
5602,商品75,4
5602,商品126,8
5602,商品151,1
5602,商品32,5
5602,商品68,8
5602,商品14,2
5602,商品47,7
5602,商品26,4
5602,商品86,1
5602,商品42,10
5602,商品58,8
5602,商品127,10
5603,商品50,6
5603,商品53,3
5604,商品90,4
5604,商品101,1
5605,商品30,6
5605,商品43,4
5605,商品8,4
5605,商品3,6
5606,商品53,10
5607,商品27,1
5607,商品2,5
5607,商品73,9
5608,商品35,3
5608,商品76,9
5609,商品51,4
5609,商品61,7
5609,商品25,10
5609,商品22,7
5610,商品51,8
5610,商品6,4
5611,商品51,9
5611,商品9,4
5611,商品43,9
5611,商品93,1
5611,商品8,8
5611,商品15,10
5611,商品64,4
5611,商品106,6
5611,商品10,5
5611,商品113,8
5611,商品66,8
5611,商品90,4
5611,商品99,6
5611,商品136,10
5611,商品75,5
5611,商品126,10
5611,商品151,7
5611,商品92,7
5611,商品74,7
5611,商品80,7
5611,商品139,5
5611,商品125,9
5611,商品68,10
5611,商品20,2
5611,商品95,5
5611,商品26,1
5611,商品17,2
5611,商品57,8
5612,商品63,6
5612,商品8,1
5612,商品15,9
5612,商品18,2
5612,商品7,6
5612,商品25,2
5612,商品32,4
5612,商品68,4
5612,商品22,2
5613,商品31,4
5613,商品8,8
5613,商品10,10
5613,商品86,9
5614,商品60,7
5614,商品12,4
5614,商品6,8
5614,商品61,6
5614,商品25,6
5614,商品47,6
5614,商品81,1
5615,商品1,2
5615,商品43,3
5615,商品12,6
5616,商品50,2
5617,商品50,7
5618,商品5,7
5618,商品27,10
5619,商品8,2
5619,商品52,6
5619,商品116,6
5619,商品26,6
5619,商品57,9
5619,商品22,9
5620,商品8,2
5620,商品18,1
5620,商品32,8
5620,商品50,6
5620,商品130,2
5620,商品53,9
5621,商品12,3
5621,商品20,1
5621,商品127,10
5622,商品1,10
5622,商品43,6
5622,商品12,10
5622,商品8,1
5623,商品59,7
5623,商品30,3
5623,商品43,10
5623,商品12,6
5623,商品8,9
5623,商品19,9
5623,商品79,10
5623,商品16,6
5623,商品73,1
5623,商品116,5
5623,商品32,8
5624,商品30,10
5624,商品12,10
5624,商品61,4
5624,商品36,6
5625,商品124,5
5625,商品9,7
5625,商品12,5
5625,商品52,2
5625,商品140,3
5625,商品32,1
5626,商品50,3
5627,商品8,6
5627,商品15,10
5627,商品18,9
5628,商品82,6
5628,商品25,2
5628,商品95,5
5629,商品1,2
5629,商品5,1
5629,商品93,8
5629,商品19,3
5629,商品85,9
5629,商品139,3
5629,商品25,6
5629,商品32,8
5629,商品35,4
5629,商品20,1
5629,商品46,3
5629,商品36,6
5630,商品166,7
5631,商品8,10
5631,商品25,10
5632,商品34,5
5633,商品33,2
5633,商品79,6
5633,商品91,4
5633,商品44,2
5634,商品1,10
5634,商品5,10
5634,商品12,9
5634,商品8,1
5634,商品27,7
5634,商品18,1
5635,商品51,2
5635,商品33,1
5635,商品94,5
5635,商品12,8
5635,商品8,4
5635,商品61,8
5635,商品98,9
5635,商品66,8
5635,商品18,1
5635,商品52,7
5635,商品3,5
5635,商品32,5
5635,商品47,6
5635,商品77,9
5636,商品8,5
5636,商品18,7
5637,商品8,4
5638,商品18,10
5639,商品59,9
5639,商品43,7
5639,商品8,3
5639,商品66,7
5639,商品99,10
5639,商品151,4
5639,商品57,5
5639,商品36,3
5640,商品43,6
5640,商品93,7
5640,商品8,2
5640,商品61,4
5640,商品74,4
5641,商品1,3
5641,商品43,2
5641,商品12,4
5641,商品8,2
5641,商品3,5
5641,商品85,7
5641,商品57,9
5642,商品1,9
5642,商品5,5
5642,商品8,9
5642,商品6,10
5642,商品61,5
5642,商品169,9
5643,商品8,8
5643,商品39,9
5644,商品59,9
5644,商品30,3
5644,商品12,3
5644,商品61,4
5644,商品47,5
5644,商品76,5
5645,商品1,2
5645,商品12,10
5645,商品25,9
5645,商品35,3
5645,商品53,7
5646,商品31,1
5646,商品9,2
5646,商品43,6
5646,商品12,4
5646,商品27,5
5646,商品39,3
5646,商品67,1
5646,商品132,10
5646,商品127,7
5647,商品1,2
5647,商品12,2
5647,商品6,5
5648,商品51,9
5648,商品124,7
5648,商品59,3
5648,商品30,8
5648,商品43,5
5648,商品12,3
5648,商品19,7
5648,商品28,3
5648,商品42,2
5648,商品53,7
5649,商品33,4
5649,商品27,8
5649,商品39,2
5649,商品19,9
5649,商品18,1
5649,商品35,9
5649,商品36,9
5650,商品12,3
5650,商品8,5
5650,商品6,10
5650,商品18,2
5651,商品93,3
5651,商品12,9
5651,商品18,1
5651,商品7,4
5651,商品86,10
5652,商品55,10
5652,商品64,7
5652,商品32,3
5652,商品35,2
5653,商品31,10
5653,商品27,9
5653,商品18,3
5653,商品52,4
5653,商品126,4
5653,商品48,6
5654,商品50,5
5655,商品25,9
5655,商品50,1
5655,商品95,5
5656,商品32,10
5657,商品72,3
5657,商品12,8
5657,商品15,5
5657,商品18,3
5657,商品40,3
5657,商品75,8
5658,商品18,9
5658,商品35,7
5659,商品79,10
5659,商品18,9
5660,商品12,8
5660,商品27,3
5660,商品3,9
5661,商品59,3
5661,商品55,6
5661,商品5,3
5661,商品9,3
5661,商品12,7
5661,商品61,4
5661,商品54,2
5661,商品24,9
5662,商品32,5
5663,商品72,5
5663,商品43,1
5663,商品12,4
5663,商品8,9
5663,商品39,1
5663,商品19,4
5663,商品52,6
5663,商品25,10
5664,商品51,2
5664,商品18,7
5664,商品40,2
5664,商品25,1
5665,商品8,10
5665,商品61,3
5665,商品66,8
5665,商品24,1
5665,商品97,6
5666,商品36,7
5667,商品7,6
5668,商品55,8
5668,商品43,8
5668,商品12,3
5668,商品8,4
5668,商品98,9
5669,商品72,10
5669,商品9,2
5669,商品12,3
5669,商品8,8
5669,商品79,4
